NO,DOMAIN,REACTION_TYPE,SCENE_NUM,SCENE_TYPE,TEXT
10,직장10,인지,3,세부 시나리오(인지) - Scene 1,백설은 회의가 끝난 뒤 자신이 왜 그 순간 말을 참지 못했는지 생각해본다. 말을 멈췄을 때 동료의 표정과 팀장의 말을 떠올리면서 자신의 의도가 무례하게 전달되었을 가능성을 계속 생각해본다.
10,직장10,인지,4,세부 시나리오(인지) - Scene 2,한편으로는 “좋은 생각이 떠올랐을 때 말한 것뿐인데 왜 그렇게까지 문제 삼지?”라고 냉소적으로 생각하며 불편함을 이성적으로 설명하려 한다. 그럼에도 백설은 마음 한구석이 불편하다.
10,직장10,정서,1,공통 시나리오 - Scene 1,백설은 회의에서 좋은 생각이 떠오르자 잊어버릴 것 같아 동료의 말이 끝나기 전에 자신의 의견을 말한다.
10,직장10,정서,2,공통 시나리오 - Scene 2,"동료는 잠시 말을 멈추고, 팀장은 다른 사람의 이야기를 끝까지 들은 뒤 말해달라고 한다. 백설은 자신도 일부러 무례하게 행동한 것은 아니지만, 비슷한 일이 반복된다는 사실이 마음에 남는다."
10,직장10,정서,3,세부 시나리오(정서) - Scene 1,"백설은 지적을 받는 순간 얼굴이 화끈거리고 민망해지지만, 자신이 부끄러운 것인지 억울한 것인지 정확히 알지 못한다. 겉으로는 아무렇지 않은 척하지만 속으로는 기분이 상하고, 이후 동료가 다시 설명을 이어가자 말투가 조금 딱딱해지거나 반응을 최소화한다."
10,직장10,정서,4,세부 시나리오(정서) - Scene 2,"회의가 끝난 뒤에는 그 상황을 더 떠올리고 싶지 않아 감정을 애써 외면한다. 백설은 풀이 죽어있는 상태로, 퇴근할 때까지 좀처럼 기분이 나아지지 않는다."
10,직장10,행동,1,공통 시나리오 - Scene 1,백설은 회의에서 좋은 생각이 떠오르자 잊어버릴 것 같아 동료의 말이 끝나기 전에 자신의 의견을 말한다.
10,직장10,행동,2,공통 시나리오 - Scene 2,"동료는 잠시 말을 멈추고, 팀장은 다른 사람의 이야기를 끝까지 들은 뒤 말해달라고 한다. 백설은 자신도 일부러 무례하게 행동한 것은 아니지만, 비슷한 일이 반복된다는 사실이 마음에 남는다."
10,직장10,행동,3,세부 시나리오(행동) - Scene 1,"백설은 이후 회의에서 아예 말을 하지 않으려고 메모만 하거나, 의견이 떠올라도 손을 들지 않고 회의가 끝날 때까지 참는다."
10,직장10,행동,4,세부 시나리오(행동) - Scene 2,"동료와 눈을 마주치는 것이 불편해 회의 직후 자리를 서둘러 뜨고, 자신의 발언에 대해 설명하거나 사과하는 연락도 미룬다. 나중에는 반대로 생각을 잊지 않으려 메신저에 급하게 보내거나, 회의 후 따로 여러 메시지를 남기기도 한다."
11,취업준비1,인지,1,공통 시나리오 - Scene 1,"백설은 여러 회사에 지원하고 면접도 몇 번 보았지만, 최종 결과는 계속 불합격이다."
11,취업준비1,인지,2,공통 시나리오 - Scene 2,"처음에는 경험이라고 생각하려 했지만, 비슷한 결과가 반복되자 자신이 무엇을 잘못하고 있는지 알기 어려워진다. 다음 면접을 준비해야 하지만, 또 떨어질지도 모른다는 생각이 먼저 든다."
11,취업준비1,인지,3,세부 시나리오(인지) - Scene 1,백설은 면접에서 떨어진 이유를 계속 분석한다.
11,취업준비1,인지,4,세부 시나리오(인지) - Scene 2,"답변이 부족했는지, 표정이나 말투가 어색했는지, 면접관이 어떤 부분에서 자신을 부정적으로 봤을지 여러 가능성을 떠올린다. 다음 면접을 준비해야 한다는 것은 알지만, 이전 면접 장면이 자꾸 떠올라 준비보다 분석에 더 오래 머무르게 된다."
11,취업준비1,정서,1,공통 시나리오 - Scene 1,"백설은 여러 회사에 지원하고 면접도 몇 번 보았지만, 최종 결과는 계속 불합격이다."
11,취업준비1,정서,2,공통 시나리오 - Scene 2,"처음에는 경험이라고 생각하려 했지만, 비슷한 결과가 반복되자 자신이 무엇을 잘못하고 있는지 알기 어려워진다. 다음 면접을 준비해야 하지만, 또 떨어질지도 모른다는 생각이 먼저 든다."
11,취업준비1,정서,3,세부 시나리오(정서) - Scene 1,"백설은 불합격 문자를 볼 때마다 속상하고 허탈하지만, 시간이 지나도 그 감정이 잘 정리되지 않는다."
11,취업준비1,정서,4,세부 시나리오(정서) - Scene 2,괜찮은 척하려 하지만 마음 한쪽에는 ‘또 안 됐다’는 수치심과 좌절감이 남아 있다. 누군가 면접 결과를 묻거나 위로하면 고맙기보다 더 민망하고 예민해진다.
11,취업준비1,행동,1,공통 시나리오 - Scene 1,"백설은 여러 회사에 지원하고 면접도 몇 번 보았지만, 최종 결과는 계속 불합격이다."
11,취업준비1,행동,2,공통 시나리오 - Scene 2,"처음에는 경험이라고 생각하려 했지만, 비슷한 결과가 반복되자 자신이 무엇을 잘못하고 있는지 알기 어려워진다. 다음 면접을 준비해야 하지만, 또 떨어질지도 모른다는 생각이 먼저 든다."
11,취업준비1,행동,3,세부 시나리오(행동) - Scene 1,"백설은 다음 공고를 찾아봐야 한다는 것을 알지만, 불합격 결과를 확인한 뒤 한동안 채용 사이트나 메일함을 열어보지 않는다."
11,취업준비1,행동,4,세부 시나리오(행동) - Scene 2,"면접 복기를 하려고 자료를 꺼냈다가도 금방 덮고, 부담이 덜한 일이나 휴대폰을 보며 시간을 보낸다. 그러다 마감이 가까워진 공고를 보고 급하게 다시 준비를 시작한다."
12,취업준비2,인지,1,공통 시나리오 - Scene 1,"백설은 SNS나 단체 채팅방에서 주변 사람들이 인턴, 서류 합격, 면접 일정 등을 공유하는 것을 보게 된다."
12,취업준비2,인지,2,공통 시나리오 - Scene 2,"자신도 준비하고 있지만 눈에 보이는 성과가 많지 않아, 다른 사람들은 앞으로 나아가는데 자신만 제자리인 것처럼 느껴진다."
12,취업준비2,인지,3,세부 시나리오(인지) - Scene 1,백설은 주변 사람들의 합격 소식이나 면접 일정을 볼 때마다 자신과 비교하게 된다.
12,취업준비2,인지,4,세부 시나리오(인지) - Scene 2,"‘저 사람은 벌써 저기까지 갔는데 나는 왜 아직 이 정도일까’라는 생각이 반복되고, 각자의 상황이 다르다는 것을 알면서도 계속 자신의 위치를 계산하게 된다. 그러다 취업준비 전체를 경쟁처럼 느끼게 된다."
12,취업준비2,정서,1,공통 시나리오 - Scene 1,"백설은 SNS나 단체 채팅방에서 주변 사람들이 인턴, 서류 합격, 면접 일정 등을 공유하는 것을 보게 된다."
12,취업준비2,정서,2,공통 시나리오 - Scene 2,"자신도 준비하고 있지만 눈에 보이는 성과가 많지 않아, 다른 사람들은 앞으로 나아가는데 자신만 제자리인 것처럼 느껴진다."
12,취업준비2,정서,3,세부 시나리오(정서) - Scene 1,"백설은 친구들의 소식을 보며 축하하는 마음과 불편한 마음이 동시에 올라온다. 부럽고 조급한데, 그런 감정을 느끼는 자신이 못나 보이는 것 같아 감정을 억누른다."
12,취업준비2,정서,4,세부 시나리오(정서) - Scene 2,겉으로는 괜찮은 척하지만 단체 채팅방에서 취업 이야기가 이어지면 점점 마음이 무거워진다. 그러면서 자신의 못난 부분이 생각나면서 힘들어진다.
12,취업준비2,행동,1,공통 시나리오 - Scene 1,"백설은 SNS나 단체 채팅방에서 주변 사람들이 인턴, 서류 합격, 면접 일정 등을 공유하는 것을 보게 된다."
12,취업준비2,행동,2,공통 시나리오 - Scene 2,"자신도 준비하고 있지만 눈에 보이는 성과가 많지 않아, 다른 사람들은 앞으로 나아가는데 자신만 제자리인 것처럼 느껴진다."
12,취업준비2,행동,3,세부 시나리오(행동) - Scene 1,백설은 비교되는 마음이 커지면 SNS나 단체 채팅방을 잠시 보지 않으려 한다.
12,취업준비2,행동,4,세부 시나리오(행동) - Scene 2,채용 정보를 찾아보려다가도 다른 사람들의 성과를 보고 의욕이 꺾여 화면을 닫는다.
13,취업준비3,인지,1,공통 시나리오 - Scene 1,"백설은 취업을 위해 필요한 자격증 공부를 시작하려고 하지만, 교재와 강의, 시험 일정, 공부 계획을 어떻게 정해야 할지 막막하다."
13,취업준비3,인지,2,공통 시나리오 - Scene 2,해야 한다는 것은 알지만 어디서부터 시작해야 할지 정리되지 않아 책상 앞에 앉아도 쉽게 공부를 시작하지 못한다.
13,취업준비3,인지,3,세부 시나리오(인지) - Scene 1,"백설은 자격증 공부를 시작하기 전에 어떤 교재를 살지, 어떤 강의를 들을지, 하루에 얼마나 공부해야 할지 계속 생각한다. 계획을 세우려 할수록 고려할 것이 많아지고, 완벽한 방법을 찾아야 시작할 수 있을 것처럼 느낀다."
13,취업준비3,인지,4,세부 시나리오(인지) - Scene 2,결국 공부 자체보다 준비 방법을 고민하는 데 더 많은 에너지를 쓰게 된다. 그러다가 자격증을 요구하는 이 현실이 싫어진다.
13,취업준비3,정서,1,공통 시나리오 - Scene 1,"백설은 취업을 위해 필요한 자격증 공부를 시작하려고 하지만, 교재와 강의, 시험 일정, 공부 계획을 어떻게 정해야 할지 막막하다."
13,취업준비3,정서,2,공통 시나리오 - Scene 2,해야 한다는 것은 알지만 어디서부터 시작해야 할지 정리되지 않아 책상 앞에 앉아도 쉽게 공부를 시작하지 못한다.
13,취업준비3,정서,3,세부 시나리오(정서) - Scene 1,백설은 자격증 공부를 해야 한다는 생각만 해도 막막하고 답답하다.
13,취업준비3,정서,4,세부 시나리오(정서) - Scene 2,"하지만 불안하다는 마음을 인정하기보다 ‘그냥 하면 되는 건데 왜 이러지’라고 넘기려 한다. 시간이 지날수록 부담감이 쌓이고, 누군가 공부는 잘 되어가냐고 물으면 괜히 예민하게 반응한다."
13,취업준비3,행동,1,공통 시나리오 - Scene 1,"백설은 취업을 위해 필요한 자격증 공부를 시작하려고 하지만, 교재와 강의, 시험 일정, 공부 계획을 어떻게 정해야 할지 막막하다."
13,취업준비3,행동,2,공통 시나리오 - Scene 2,해야 한다는 것은 알지만 어디서부터 시작해야 할지 정리되지 않아 책상 앞에 앉아도 쉽게 공부를 시작하지 못한다.
13,취업준비3,행동,3,세부 시나리오(행동) - Scene 1,"백설은 공부를 시작하려고 책상에 앉지만, 교재를 펴기 전에 강의 후기나 공부법 영상부터 찾아본다. 계획표를 만들고 자료를 정리하는 행동은 하지만 실제 공부로는 잘 넘어가지 못한다."
13,취업준비3,행동,4,세부 시나리오(행동) - Scene 2,그러다 시험일이 가까워진 뒤에야 급하게 강의를 듣거나 문제집을 풀기 시작한다. 그러다가 유튜브 숏츠를 보기 시작한다.
14,취업준비4,인지,1,공통 시나리오 - Scene 1,"백설은 취업준비를 하며 교재비, 시험 응시료, 면접 준비 비용 등으로 돈을 계속 쓰게 된다."
14,취업준비4,인지,2,공통 시나리오 - Scene 2,"아르바이트나 용돈으로 생활하고 있지만 모아둔 돈은 거의 없고, 통장 잔액을 확인할 때마다 아직 경제적으로 독립하지 못한 자신이 초라하게 느껴진다."
14,취업준비4,인지,3,세부 시나리오(인지) - Scene 1,백설은 통장 잔액을 확인한 뒤 그동안 돈을 어디에 썼는지 계속 따져본다.
14,취업준비4,인지,4,세부 시나리오(인지) - Scene 2,"교재비, 시험 응시료, 식비 같은 지출을 하나씩 떠올리며 ‘이 정도는 줄일 수 있었을 텐데’라고 생각한다. 점점 단순한 지출 문제가 아니라 자신이 계획성 없는 사람이라는 생각으로 이어진다."
14,취업준비4,정서,1,공통 시나리오 - Scene 1,"백설은 취업준비를 하며 교재비, 시험 응시료, 면접 준비 비용 등으로 돈을 계속 쓰게 된다."
14,취업준비4,정서,2,공통 시나리오 - Scene 2,"아르바이트나 용돈으로 생활하고 있지만 모아둔 돈은 거의 없고, 통장 잔액을 확인할 때마다 아직 경제적으로 독립하지 못한 자신이 초라하게 느껴진다."
14,취업준비4,정서,3,세부 시나리오(정서) - Scene 1,"백설은 통장 잔액을 볼 때마다 허탈하고 초라한 느낌이 든다. 아직 경제적으로 독립하지 못했다는 생각에 부끄럽고, 가족이나 주변 사람에게 미안한 마음도 올라온다."
14,취업준비4,정서,4,세부 시나리오(정서) - Scene 2,자신이 쓸모없는 사람같이 느껴진다. 그 감정은 하루종일 지속되기만 한다.
14,취업준비4,행동,1,공통 시나리오 - Scene 1,"백설은 취업준비를 하며 교재비, 시험 응시료, 면접 준비 비용 등으로 돈을 계속 쓰게 된다."
14,취업준비4,행동,2,공통 시나리오 - Scene 2,"아르바이트나 용돈으로 생활하고 있지만 모아둔 돈은 거의 없고, 통장 잔액을 확인할 때마다 아직 경제적으로 독립하지 못한 자신이 초라하게 느껴진다."
14,취업준비4,행동,3,세부 시나리오(행동) - Scene 1,"백설은 돈 관리를 해야겠다고 생각하지만, 지출 내역을 보는 것이 부담스러워 가계부 앱을 열었다가 닫는다. 잠시 절약 계획을 세우지만 며칠 지나면 다시 흐트러지고, 스트레스를 받을 때는 오히려 작은 소비로 기분을 달래려 한다."
14,취업준비4,행동,4,세부 시나리오(행동) - Scene 2,"이후 잔액을 보고 다시 급하게 소비를 줄이려 한다. 그러다가, 또 맛있는 것이 보이면 큰 고민 없이 순식간에 결제하게 된다."
15,취업준비5,인지,1,공통 시나리오 - Scene 1,백설은 가족이나 지인에게 면접 결과를 물어보는 말을 자주 듣는다.
15,취업준비5,인지,2,공통 시나리오 - Scene 2,"상대가 나쁜 뜻으로 묻는 것은 아니지만, 떨어졌다고 말할 때마다 자신을 안쓰럽게 보거나 평가하는 것 같은 시선이 느껴져 대답하는 것이 점점 부담스러워진다."
15,취업준비5,인지,3,세부 시나리오(인지) - Scene 1,백설은 가족이나 지인이 자신의 면접 결과를 물으면 상대의 표정과 말투를 지나치게 해석하게 된다.
15,취업준비5,인지,4,세부 시나리오(인지) - Scene 2,"‘나를 안쓰럽게 보는 건가’, ‘속으로 준비가 부족하다고 생각하는 건 아닐까’ 같은 생각이 이어진다. 실제로 상대가 그렇게 말하지 않았더라도, 대화가 끝난 뒤 그 장면을 계속 되짚게 된다."
15,취업준비5,정서,1,공통 시나리오 - Scene 1,백설은 가족이나 지인에게 면접 결과를 물어보는 말을 자주 듣는다.
15,취업준비5,정서,2,공통 시나리오 - Scene 2,"상대가 나쁜 뜻으로 묻는 것은 아니지만, 떨어졌다고 말할 때마다 자신을 안쓰럽게 보거나 평가하는 것 같은 시선이 느껴져 대답하는 것이 점점 부담스러워진다."
15,취업준비5,정서,3,세부 시나리오(정서) - Scene 1,"백설은 면접에서 떨어졌다고 말할 때마다 민망함과 수치심이 올라온다. 괜찮다고 말하지만 속으로는 작아지는 느낌이 들고, 위로를 받아도 마음이 편해지지 않는다."
15,취업준비5,정서,4,세부 시나리오(정서) - Scene 2,반복해서 질문을 받으면 상대가 걱정해서 묻는다는 것을 알면서도 짜증이나 서운함이 섞여 나온다. 취업에 실패한 자신에게 드는 섭섭함과 불편함은 하루종일 지속된다.
15,취업준비5,행동,1,공통 시나리오 - Scene 1,백설은 가족이나 지인에게 면접 결과를 물어보는 말을 자주 듣는다.
15,취업준비5,행동,2,공통 시나리오 - Scene 2,"상대가 나쁜 뜻으로 묻는 것은 아니지만, 떨어졌다고 말할 때마다 자신을 안쓰럽게 보거나 평가하는 것 같은 시선이 느껴져 대답하는 것이 점점 부담스러워진다."
15,취업준비5,행동,3,세부 시나리오(행동) - Scene 1,"백설은 면접 결과를 묻는 자리를 피하거나, 연락이 와도 답장을 늦게 한다."
15,취업준비5,행동,4,세부 시나리오(행동) - Scene 2,"가족이나 지인에게는 결과를 자세히 말하지 않고 짧게 넘기며, 취업 이야기가 나올 것 같은 모임은 미루거나 참석하지 않으려 한다. 혼자 있을 때 다시 채용 공고를 보며 압박감을 느낀다."
16,취업준비6,인지,1,공통 시나리오 - Scene 1,백설은 함께 취업을 준비하던 친구들이 하나둘 원하는 회사에 합격했다는 소식을 듣는다.
16,취업준비6,인지,2,공통 시나리오 - Scene 2,"진심으로 축하하고 싶지만, 동시에 자신만 아직 결과가 없다는 사실이 선명하게 느껴진다. 친구들과의 대화에서도 취업 이야기가 나오면 괜히 마음이 불편해진다."
16,취업준비6,인지,3,세부 시나리오(인지) - Scene 1,"백설은 친구들의 합격 소식을 들은 뒤 자신과 친구들의 차이를 계속 생각한다. 스펙, 면접 태도, 준비 기간, 운까지 비교하면서 왜 자신만 아직 결과가 없는지 이유를 찾으려 한다."
16,취업준비6,인지,4,세부 시나리오(인지) - Scene 2,"친구를 축하하고 싶지만, 머릿속에서는 자신이 뒤처졌다는 생각이 쉽게 사라지지 않는다. '면접에서 말을 더듬어서 그런건가?', '면접에서 입은 복장이 첫인상에 영향을 줬나?' 등 수많은 자신의 면접 복기를 통해 원인을 찾으려 한다."
16,취업준비6,정서,1,공통 시나리오 - Scene 1,백설은 함께 취업을 준비하던 친구들이 하나둘 원하는 회사에 합격했다는 소식을 듣는다.
16,취업준비6,정서,2,공통 시나리오 - Scene 2,"진심으로 축하하고 싶지만, 동시에 자신만 아직 결과가 없다는 사실이 선명하게 느껴진다. 친구들과의 대화에서도 취업 이야기가 나오면 괜히 마음이 불편해진다."
16,취업준비6,정서,3,세부 시나리오(정서) - Scene 1,백설은 친구의 합격이 기쁘면서도 마음 한쪽이 무겁다. 부럽고 초조한 감정이 올라오지만 그런 마음을 느끼는 자신이 이기적인 것 같아 억누른다.
16,취업준비6,정서,4,세부 시나리오(정서) - Scene 2,"겉으로는 밝게 축하하지만, 혼자 있을 때는 허탈함과 수치심이 뒤늦게 밀려온다. 이러한 감정은 무엇을 해도 나아지지 않는다. 오히려 할일을 하지 못하게 되는 상황까지 이르게 된다."
16,취업준비6,행동,1,공통 시나리오 - Scene 1,백설은 함께 취업을 준비하던 친구들이 하나둘 원하는 회사에 합격했다는 소식을 듣는다.
16,취업준비6,행동,2,공통 시나리오 - Scene 2,"진심으로 축하하고 싶지만, 동시에 자신만 아직 결과가 없다는 사실이 선명하게 느껴진다. 친구들과의 대화에서도 취업 이야기가 나오면 괜히 마음이 불편해진다."
16,취업준비6,행동,3,세부 시나리오(행동) - Scene 1,"백설은 친구들의 취업 이야기가 나오는 모임이나 대화를 피하려 한다. 축하 메시지를 보내야 한다는 것을 알면서도 문장을 여러 번 썼다 지우고, 답장을 늦게 하기도 한다."
16,취업준비6,행동,4,세부 시나리오(행동) - Scene 2,이후 불안이 커지면 갑자기 자기소개서를 여러 개 수정하거나 공고를 한꺼번에 찾아본다. 그러다가 순식간에 자신이 배달어플을 키고 먹을 음식과 디저트를 찾는 자신의 모습을 발견하게 된다.
17,취업준비7,인지,1,공통 시나리오 - Scene 1,백설은 자격증 시험을 준비하며 문제를 반복해서 풀고 있지만 점수가 쉽게 오르지 않는다.
17,취업준비7,인지,2,공통 시나리오 - Scene 2,"틀렸던 문제를 다시 틀리고, 공부한 내용도 막상 문제로 나오면 잘 떠오르지 않는다. 시간을 들이고 있는데도 실력이 쌓이지 않는 것 같아 공부를 계속하는 것이 버겁게 느껴진다."
17,취업준비7,인지,3,세부 시나리오(인지) - Scene 1,"백설은 틀린 문제를 볼 때마다 왜 같은 내용을 또 틀렸는지 계속 분석한다. 공부 시간이 부족했는지, 방법이 잘못되었는지, 자신에게 이 시험이 맞지 않는지 생각이 꼬인다."
17,취업준비7,인지,4,세부 시나리오(인지) - Scene 2,"문제를 복습하려고 해도 점수가 오르지 않는 이유를 찾는 데 더 오래 머무르게 된다. 또 자격증을 요구하는 사회가 싫다는 생각이 끊임없이 떠오르게 된다. 사회를 비판하게 되면서, 또 다시 문제를 들여다본다."
17,취업준비7,정서,1,공통 시나리오 - Scene 1,백설은 자격증 시험을 준비하며 문제를 반복해서 풀고 있지만 점수가 쉽게 오르지 않는다.
17,취업준비7,정서,2,공통 시나리오 - Scene 2,"틀렸던 문제를 다시 틀리고, 공부한 내용도 막상 문제로 나오면 잘 떠오르지 않는다. 시간을 들이고 있는데도 실력이 쌓이지 않는 것 같아 공부를 계속하는 것이 버겁게 느껴진다."
17,취업준비7,정서,3,세부 시나리오(정서) - Scene 1,백설은 공부한 만큼 점수가 오르지 않자 답답하고 무력한 기분이 든다. 불안하고 속상하지만 정확히 어떤 마음인지 정리되지 않아 그냥 짜증이 난다고 느낀다.
17,취업준비7,정서,4,세부 시나리오(정서) - Scene 2,"주변에서 더 열심히 하면 된다고 말하면, 위로보다는 압박처럼 느껴져 예민해진다. 짜증은 나아지지 않고 솟구치기만 한다."
17,취업준비7,행동,1,공통 시나리오 - Scene 1,백설은 자격증 시험을 준비하며 문제를 반복해서 풀고 있지만 점수가 쉽게 오르지 않는다.
17,취업준비7,행동,2,공통 시나리오 - Scene 2,"틀렸던 문제를 다시 틀리고, 공부한 내용도 막상 문제로 나오면 잘 떠오르지 않는다. 시간을 들이고 있는데도 실력이 쌓이지 않는 것 같아 공부를 계속하는 것이 버겁게 느껴진다."
17,취업준비7,행동,3,세부 시나리오(행동) - Scene 1,"백설은 틀린 문제를 다시 봐야 한다는 것을 알지만, 같은 부분을 마주하는 것이 싫어 복습을 미룬다. 쉬운 단원이나 이미 아는 내용만 반복해서 보거나, 공부 계획표를 다시 만드는 데 시간을 쓴다."
17,취업준비7,행동,4,세부 시나리오(행동) - Scene 2,시험이 가까워지면 급하게 문제를 많이 풀지만 오답 정리는 충분히 하지 못한다. 그러다가 다른 단원을 공부하고 싶어진다.
18,취업준비8,인지,1,공통 시나리오 - Scene 1,"백설은 자기소개서를 작성하고 있지만, 문장을 쓸 때마다 부족해 보이고 마음에 들지 않는다."
18,취업준비8,인지,2,공통 시나리오 - Scene 2,"지원동기와 강점을 적으려 해도 뻔하게 느껴지고, 조금 고쳤다 싶으면 다시 처음부터 마음에 걸리는 부분이 보인다. 제출 기한은 다가오지만 완성했다는 확신이 들지 않는다."
18,취업준비8,인지,3,세부 시나리오(인지) - Scene 1,"백설은 자기소개서 문장을 쓸 때마다 표현이 부족한지, 너무 평범한지, 평가자가 어떻게 읽을지 계속 생각한다."
18,취업준비8,인지,4,세부 시나리오(인지) - Scene 2,"한 문장을 고치면 다른 문장이 마음에 걸리고, 지원동기와 강점이 설득력 있는지 계속 의심하게 된다. 결국 완성보다 판단과 수정에 더 오래 머무르게 된다."
18,취업준비8,정서,1,공통 시나리오 - Scene 1,"백설은 자기소개서를 작성하고 있지만, 문장을 쓸 때마다 부족해 보이고 마음에 들지 않는다."
18,취업준비8,정서,2,공통 시나리오 - Scene 2,"지원동기와 강점을 적으려 해도 뻔하게 느껴지고, 조금 고쳤다 싶으면 다시 처음부터 마음에 걸리는 부분이 보인다. 제출 기한은 다가오지만 완성했다는 확신이 들지 않는다."
18,취업준비8,정서,3,세부 시나리오(정서) - Scene 1,백설은 자기소개서를 볼 때마다 답답하고 자신감이 떨어진다.
18,취업준비8,정서,4,세부 시나리오(정서) - Scene 2,"자신을 소개해야 하는 글인데 쓸 만한 강점이 없는 것처럼 느껴져 민망하고 불편하다. 하지만 그 감정을 인정하기 싫어 그냥 하기 싫은 일이라고 넘기거나, 주변에서 첨삭을 권하면 괜히 예민하게 반응한다."
18,취업준비8,행동,1,공통 시나리오 - Scene 1,"백설은 자기소개서를 작성하고 있지만, 문장을 쓸 때마다 부족해 보이고 마음에 들지 않는다."
18,취업준비8,행동,2,공통 시나리오 - Scene 2,"지원동기와 강점을 적으려 해도 뻔하게 느껴지고, 조금 고쳤다 싶으면 다시 처음부터 마음에 걸리는 부분이 보인다. 제출 기한은 다가오지만 완성했다는 확신이 들지 않는다."
18,취업준비8,행동,3,세부 시나리오(행동) - Scene 1,"백설은 자기소개서 파일을 열어놓고도 문장을 조금 고치다 멈추기를 반복한다. 제목이나 문장 순서처럼 작은 부분만 계속 수정하고, 핵심내용은 미루기만 한다."
18,취업준비8,행동,4,세부 시나리오(행동) - Scene 2,"서류 제출 기한이 가까워진 뒤에야 급하게 마무리하고, 제출 직전까지 파일을 열었다 닫으며 확신 없이 제출한다. 그러다 갑자기 부모님이 며칠 전 부탁한 것이 떠올라서 급하게 처리한다."
19,취업준비9,인지,1,공통 시나리오 - Scene 1,"백설은 채용 사이트를 열어 여러 공고를 살펴보지만, 자격요건과 우대사항을 읽을수록 자신이 지원해도 되는지 확신이 서지 않는다."
19,취업준비9,인지,2,공통 시나리오 - Scene 2,"관심 있는 공고는 많지만 조건이 부족해 보이고, 조건이 맞는 공고는 끌리지 않는다. 결국 여러 탭만 열어둔 채 지원 결정을 미루게 된다."
19,취업준비9,인지,3,세부 시나리오(인지) - Scene 1,"백설은 채용공고를 볼 때마다 자격요건과 우대사항을 하나씩 따져본다. 지원 가능성이 있는지, 떨어지면 시간 낭비가 아닐지, 더 나은 공고가 나올지 계속 계산한다."
19,취업준비9,인지,4,세부 시나리오(인지) - Scene 2,"판단 기준이 많아질수록 오히려 결정이 어려워지고, 여러 공고를 비교하다가 아무것도 선택하지 못한다. 자신의 스펙은 왜 이렇게 부족한 것인지 생각만 하게 된다."
19,취업준비9,정서,1,공통 시나리오 - Scene 1,"백설은 채용 사이트를 열어 여러 공고를 살펴보지만, 자격요건과 우대사항을 읽을수록 자신이 지원해도 되는지 확신이 서지 않는다."
19,취업준비9,정서,2,공통 시나리오 - Scene 2,"관심 있는 공고는 많지만 조건이 부족해 보이고, 조건이 맞는 공고는 끌리지 않는다. 결국 여러 탭만 열어둔 채 지원 결정을 미루게 된다."
19,취업준비9,정서,3,세부 시나리오(정서) - Scene 1,백설은 공고를 볼수록 불안하고 위축된다.
19,취업준비9,정서,4,세부 시나리오(정서) - Scene 2,"조건을 읽을 때마다 자신이 부족한 사람처럼 느껴지지만, 그 감정을 마주하기 싫어 “어차피 다 비슷해”라고 넘기려 한다. 누군가 빨리 지원해보라고 말하면 조언인 줄 알면서도 압박으로 느껴져 짜증이 난다."
19,취업준비9,행동,1,공통 시나리오 - Scene 1,"백설은 채용 사이트를 열어 여러 공고를 살펴보지만, 자격요건과 우대사항을 읽을수록 자신이 지원해도 되는지 확신이 서지 않는다."
19,취업준비9,행동,2,공통 시나리오 - Scene 2,"관심 있는 공고는 많지만 조건이 부족해 보이고, 조건이 맞는 공고는 끌리지 않는다. 결국 여러 탭만 열어둔 채 지원 결정을 미루게 된다."
19,취업준비9,행동,3,세부 시나리오(행동) - Scene 1,"백설은 관심 있는 공고를 여러 개 저장해두지만 실제 지원 버튼은 누르지 못한다. 공고 탭만 계속 열어두고, 조건을 다시 확인하거나 회사 후기를 찾아보며 시간을 보낸다."
19,취업준비9,행동,4,세부 시나리오(행동) - Scene 2,"결국 마감 직전에 급하게 지원하거나, 준비가 덜 되었다는 이유로 지원을 넘기게 된다. 그러다가 떡볶이가 먹고싶어진다."
20,취업준비10,인지,1,공통 시나리오 - Scene 1,"백설은 아침에 일어나 공부하고, 자기소개서를 쓰고, 채용공고를 확인하겠다는 계획을 세운다."
20,취업준비10,인지,2,공통 시나리오 - Scene 2,"하지만 막상 하루가 시작되면 휴대폰을 보거나 다른 일을 하다 시간이 지나가고, 계획한 일을 다 끝내지 못한 채 하루가 마무리된다. 다음 날 다시 잘해보려 하지만 비슷한 패턴이 반복된다."
20,취업준비10,인지,3,세부 시나리오(인지) - Scene 1,"백설은 하루 계획이 무너질 때마다 어디서부터 잘못됐는지 생각한다. 아침에 늦게 일어난 것, 휴대폰을 오래 본 것, 계획을 너무 많이 세운 것 등을 따져보며 다음에는 더 완벽한 루틴을 만들어야 한다고 생각한다."
20,취업준비10,인지,4,세부 시나리오(인지) - Scene 2,"하지만 계획을 분석할수록 실제 시작은 더 늦어진다. 명확한 이유가 있는 것도 아니면서, 자꾸 원인을 찾게 된다. 왜 그럴까?."
20,취업준비10,정서,1,공통 시나리오 - Scene 1,"백설은 아침에 일어나 공부하고, 자기소개서를 쓰고, 채용공고를 확인하겠다는 계획을 세운다."
20,취업준비10,정서,2,공통 시나리오 - Scene 2,"하지만 막상 하루가 시작되면 휴대폰을 보거나 다른 일을 하다 시간이 지나가고, 계획한 일을 다 끝내지 못한 채 하루가 마무리된다. 다음 날 다시 잘해보려 하지만 비슷한 패턴이 반복된다."
